;grid;letters;locs;encoding_stim;incorr_locs;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc
1321;"[array([['Ф', 'Х', 'Х'],
       ['Ж', 'Х', 'Х'],
       ['Х', 'П', 'Т']], dtype='<U1')]";['Ф', 'Ж', 'П', 'Т'];[0, 3, 7, 8];grid_5491.png;[1, 2, 5, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[2, 1, 3, 6];[0, 5, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1322;"[array([['П', 'Х', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Т', 'Ж', 'Х']], dtype='<U1')]";['П', 'Ф', 'Т', 'Ж'];[0, 5, 6, 7];grid_5492.png;[1, 2, 3, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[2, 7, 0, 3];[1, 5, 6, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1323;"[array([['Ж', 'Х', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Т', 'Х', 'П']], dtype='<U1')]";['Ж', 'Ф', 'Т', 'П'];[0, 5, 6, 8];grid_5493.png;[1, 2, 3, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[2, 7, 0, 6];[1, 3, 5, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1324;"[array([['Ф', 'Х', 'Х'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'П', 'Т']], dtype='<U1')]";['Ф', 'Ж', 'П', 'Т'];[0, 5, 7, 8];grid_5494.png;[1, 2, 3, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[2, 7, 3, 6];[0, 1, 5, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1325;"[array([['П', 'Х', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'Ж', 'Т']], dtype='<U1')]";['П', 'Ф', 'Ж', 'Т'];[0, 6, 7, 8];grid_5495.png;[1, 2, 3, 5];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[2, 0, 3, 6];[1, 5, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1326;"[array([['Х', 'П', 'Ж'],
       ['Ф', 'Х', 'Т'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Ж', 'Ф', 'Т'];[1, 2, 3, 5];grid_5496.png;[0, 6, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 1, 7];[0, 2, 3, 6];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1327;"[array([['Х', 'Ф', 'Ж'],
       ['Т', 'Х', 'Х'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Ж', 'Т', 'П'];[1, 2, 3, 6];grid_5497.png;[0, 5, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 1, 0];[2, 3, 6, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1328;"[array([['Х', 'Ф', 'Ж'],
       ['Т', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Ф', 'Ж', 'Т', 'П'];[1, 2, 3, 7];grid_5498.png;[0, 5, 6, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 1, 3];[0, 2, 6, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1329;"[array([['Х', 'П', 'Ж'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['П', 'Ж', 'Ф', 'Т'];[1, 2, 3, 8];grid_5499.png;[0, 5, 6, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 1, 6];[0, 2, 3, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1330;"[array([['Х', 'Т', 'П'],
       ['Х', 'Х', 'Ф'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['Т', 'П', 'Ф', 'Ж'];[1, 2, 5, 6];grid_5500.png;[0, 3, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 7, 0];[1, 2, 3, 6];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1331;"[array([['Х', 'П', 'Т'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'Ф', 'Х']], dtype='<U1')]";['П', 'Т', 'Ж', 'Ф'];[1, 2, 5, 7];grid_5501.png;[0, 3, 6, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 7, 3];[0, 1, 2, 6];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1332;"[array([['Х', 'Ф', 'П'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['Ф', 'П', 'Ж', 'Т'];[1, 2, 5, 8];grid_5502.png;[0, 3, 6, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 7, 6];[0, 1, 2, 3];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1333;"[array([['Х', 'Т', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['П', 'Ф', 'Х']], dtype='<U1')]";['Т', 'Ж', 'П', 'Ф'];[1, 2, 6, 7];grid_5503.png;[0, 3, 5, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 0, 3];[1, 2, 6, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1334;"[array([['Х', 'Ф', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['Т', 'Х', 'П']], dtype='<U1')]";['Ф', 'Ж', 'Т', 'П'];[1, 2, 6, 8];grid_5504.png;[0, 3, 5, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 0, 6];[1, 2, 3, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1335;"[array([['Х', 'П', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ж', 'Т']], dtype='<U1')]";['П', 'Ф', 'Ж', 'Т'];[1, 2, 7, 8];grid_5505.png;[0, 3, 5, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 8, 3, 6];[0, 1, 2, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1336;"[array([['Х', 'П', 'Х'],
       ['Ж', 'Х', 'Т'],
       ['Ф', 'Х', 'Х']], dtype='<U1')]";['П', 'Ж', 'Т', 'Ф'];[1, 3, 5, 6];grid_5506.png;[0, 2, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 1, 7, 0];[2, 3, 6, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1337;"[array([['Х', 'Т', 'Х'],
       ['Ж', 'Х', 'Ф'],
       ['Х', 'Х', 'П']], dtype='<U1')]";['Т', 'Ж', 'Ф', 'П'];[1, 3, 5, 8];grid_5508.png;[0, 2, 6, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 1, 7, 6];[0, 2, 3, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1338;"[array([['Х', 'П', 'Х'],
       ['Т', 'Х', 'Х'],
       ['Ф', 'Ж', 'Х']], dtype='<U1')]";['П', 'Т', 'Ф', 'Ж'];[1, 3, 6, 7];grid_5509.png;[0, 2, 5, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 1, 0, 3];[2, 6, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1339;"[array([['Х', 'Т', 'Х'],
       ['Ж', 'Х', 'Х'],
       ['П', 'Х', 'Ф']], dtype='<U1')]";['Т', 'Ж', 'П', 'Ф'];[1, 3, 6, 8];grid_5510.png;[0, 2, 5, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 1, 0, 6];[2, 3, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1340;"[array([['Х', 'Ф', 'Х'],
       ['П', 'Х', 'Х'],
       ['Х', 'Т', 'Ж']], dtype='<U1')]";['Ф', 'П', 'Т', 'Ж'];[1, 3, 7, 8];grid_5511.png;[0, 2, 5, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 1, 3, 6];[0, 2, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1341;"[array([['Х', 'Ж', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['П', 'Т', 'Х']], dtype='<U1')]";['Ж', 'Ф', 'П', 'Т'];[1, 5, 6, 7];grid_5512.png;[0, 2, 3, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 7, 0, 3];[1, 2, 6, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1342;"[array([['Х', 'Ф', 'Х'],
       ['Х', 'Х', 'Ж'],
       ['Т', 'Х', 'П']], dtype='<U1')]";['Ф', 'Ж', 'Т', 'П'];[1, 5, 6, 8];grid_5513.png;[0, 2, 3, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 7, 0, 6];[1, 2, 3, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1343;"[array([['Х', 'Т', 'Х'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'Ф', 'П']], dtype='<U1')]";['Т', 'Ж', 'Ф', 'П'];[1, 5, 7, 8];grid_5514.png;[0, 2, 3, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 7, 3, 6];[0, 1, 2, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1344;"[array([['Х', 'Т', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'П', 'Ж']], dtype='<U1')]";['Т', 'Ф', 'П', 'Ж'];[1, 6, 7, 8];grid_5515.png;[0, 2, 3, 5];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[5, 0, 3, 6];[1, 2, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1345;"[array([['Х', 'Х', 'Т'],
       ['Ж', 'Х', 'П'],
       ['Ф', 'Х', 'Х']], dtype='<U1')]";['Т', 'Ж', 'П', 'Ф'];[2, 3, 5, 6];grid_5516.png;[0, 1, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 1, 7, 0];[2, 3, 5, 6];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1346;"[array([['Х', 'Х', 'Ф'],
       ['П', 'Х', 'Ж'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['Ф', 'П', 'Ж', 'Т'];[2, 3, 5, 7];grid_5517.png;[0, 1, 6, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 1, 7, 3];[0, 2, 5, 6];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1347;"[array([['Х', 'Х', 'П'],
       ['Т', 'Х', 'Ф'],
       ['Х', 'Х', 'Ж']], dtype='<U1')]";['П', 'Т', 'Ф', 'Ж'];[2, 3, 5, 8];grid_5518.png;[0, 1, 6, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 1, 7, 6];[0, 2, 3, 5];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1348;"[array([['Х', 'Х', 'Ф'],
       ['П', 'Х', 'Х'],
       ['Ж', 'Т', 'Х']], dtype='<U1')]";['Ф', 'П', 'Ж', 'Т'];[2, 3, 6, 7];grid_5519.png;[0, 1, 5, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 1, 0, 3];[2, 5, 6, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1349;"[array([['Х', 'Х', 'П'],
       ['Т', 'Х', 'Х'],
       ['Ж', 'Х', 'Ф']], dtype='<U1')]";['П', 'Т', 'Ж', 'Ф'];[2, 3, 6, 8];grid_5520.png;[0, 1, 5, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 1, 0, 6];[2, 3, 5, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1350;"[array([['Х', 'Х', 'П'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Ф', 'Ж']], dtype='<U1')]";['П', 'Т', 'Ф', 'Ж'];[2, 3, 7, 8];grid_5521.png;[0, 1, 5, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 1, 3, 6];[0, 2, 5, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1351;"[array([['Х', 'Х', 'Ж'],
       ['Х', 'Х', 'Ф'],
       ['Т', 'П', 'Х']], dtype='<U1')]";['Ж', 'Ф', 'Т', 'П'];[2, 5, 6, 7];grid_5522.png;[0, 1, 3, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 7, 0, 3];[1, 2, 5, 6];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1352;"[array([['Х', 'Х', 'Ж'],
       ['Х', 'Х', 'Ф'],
       ['П', 'Х', 'Т']], dtype='<U1')]";['Ж', 'Ф', 'П', 'Т'];[2, 5, 6, 8];grid_5523.png;[0, 1, 3, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 7, 0, 6];[1, 2, 3, 5];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1353;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Ж', 'П']], dtype='<U1')]";['Т', 'Ф', 'Ж', 'П'];[2, 5, 7, 8];grid_5524.png;[0, 1, 3, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 7, 3, 6];[0, 1, 2, 5];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1354;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'П', 'Ж']], dtype='<U1')]";['Т', 'Ф', 'П', 'Ж'];[2, 6, 7, 8];grid_5525.png;[0, 1, 3, 5];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[8, 0, 3, 6];[1, 2, 5, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1355;"[array([['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'Ж'],
       ['П', 'Т', 'Х']], dtype='<U1')]";['Ф', 'Ж', 'П', 'Т'];[3, 5, 6, 7];grid_5526.png;[0, 1, 2, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[1, 7, 0, 3];[2, 5, 6, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1356;"[array([['Х', 'Х', 'Х'],
       ['Т', 'Х', 'П'],
       ['Ф', 'Х', 'Ж']], dtype='<U1')]";['Т', 'П', 'Ф', 'Ж'];[3, 5, 6, 8];grid_5527.png;[0, 1, 2, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[1, 7, 0, 6];[2, 3, 5, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1357;"[array([['Х', 'Х', 'Х'],
       ['П', 'Х', 'Ф'],
       ['Х', 'Т', 'Ж']], dtype='<U1')]";['П', 'Ф', 'Т', 'Ж'];[3, 5, 7, 8];grid_5528.png;[0, 1, 2, 6];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[1, 7, 3, 6];[0, 2, 5, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1358;"[array([['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['П', 'Ж', 'Т']], dtype='<U1')]";['Ф', 'П', 'Ж', 'Т'];[3, 6, 7, 8];grid_5529.png;[0, 1, 2, 5];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[1, 0, 3, 6];[2, 5, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1359;"[array([['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Т'],
       ['П', 'Ф', 'Ж']], dtype='<U1')]";['Т', 'П', 'Ф', 'Ж'];[5, 6, 7, 8];grid_5530.png;[0, 1, 2, 3];['Л', 'К', 'М', 'Д', 'Г', 'Ш'];[7, 0, 3, 6];[1, 2, 5, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ф': [0, 1, 2]}
1360;"[array([['Ф', 'Т', 'Ш'],
       ['П', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Т', 'Ш', 'П'];[0, 1, 2, 3];grid_5531.png;[5, 6, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 8, 1];[0, 3, 6, 7];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1361;"[array([['П', 'Ф', 'Т'],
       ['Х', 'Х', 'Ш'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Ф', 'Т', 'Ш'];[0, 1, 2, 5];grid_5532.png;[3, 6, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 8, 7];[0, 1, 3, 6];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1362;"[array([['Ф', 'Ш', 'Т'],
       ['Х', 'Х', 'Х'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Ш', 'Т', 'П'];[0, 1, 2, 6];grid_5533.png;[3, 5, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 8, 0];[1, 3, 6, 7];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1363;"[array([['Ш', 'Т', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Ш', 'Т', 'Ф', 'П'];[0, 1, 2, 7];grid_5534.png;[3, 5, 6, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 8, 3];[0, 1, 6, 7];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1364;"[array([['Ш', 'П', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Ш', 'П', 'Т', 'Ф'];[0, 1, 2, 8];grid_5535.png;[3, 5, 6, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 8, 6];[0, 1, 3, 7];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1365;"[array([['П', 'Т', 'Х'],
       ['Ф', 'Х', 'Ш'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Т', 'Ф', 'Ш'];[0, 1, 3, 5];grid_5536.png;[2, 6, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 1, 7];[0, 3, 6, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1366;"[array([['П', 'Ш', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['П', 'Ш', 'Ф', 'Т'];[0, 1, 3, 6];grid_5537.png;[2, 5, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 1, 0];[3, 6, 7, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1367;"[array([['Т', 'Ш', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Т', 'Ш', 'Ф', 'П'];[0, 1, 3, 7];grid_5538.png;[2, 5, 6, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 1, 3];[0, 6, 7, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1368;"[array([['Ф', 'П', 'Х'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['Ф', 'П', 'Т', 'Ш'];[0, 1, 3, 8];grid_5539.png;[2, 5, 6, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 1, 6];[0, 3, 7, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1369;"[array([['Ф', 'Ш', 'Х'],
       ['Х', 'Х', 'П'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Ш', 'П', 'Т'];[0, 1, 5, 6];grid_5540.png;[2, 3, 7, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 7, 0];[1, 3, 6, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1370;"[array([['Ш', 'Т', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Ш', 'Т', 'Ф', 'П'];[0, 1, 5, 7];grid_5541.png;[2, 3, 6, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 7, 3];[0, 1, 6, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1371;"[array([['Ш', 'П', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['Ш', 'П', 'Ф', 'Т'];[0, 1, 5, 8];grid_5542.png;[2, 3, 6, 7];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 7, 6];[0, 1, 3, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1372;"[array([['Ш', 'Ф', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Т', 'П', 'Х']], dtype='<U1')]";['Ш', 'Ф', 'Т', 'П'];[0, 1, 6, 7];grid_5543.png;[2, 3, 5, 8];['Л', 'К', 'М', 'Д', 'Г', 'Ж'];[2, 5, 0, 3];[1, 6, 7, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
